CustomerID,prob_churn
4927-WWOOZ,0.9290563941197805
3489-HHPFY,0.928686266387074
5150-ITWWB,0.9261748065686399
6630-UJZMY,0.9242296157548475
8622-ZLFKO,0.9199277373487992
0187-QSXOE,0.9174554296776316
7398-SKNQZ,0.9169205362847618
8161-QYMTT,0.9169137151432392
7577-SWIFR,0.9141054882227069
4912-PIGUY,0.9140740547071395
0365-BZUWY,0.9121543542600163
2545-EBUPK,0.9117259816891397
7668-XCFYV,0.9106082923516969
7225-CBZPL,0.9099869511027414
3318-NMQXL,0.9088711408514903
3096-GKWEB,0.9077864823915759
6350-XFYGW,0.9069955181274584
3452-GWUIN,0.9047707447704729
8739-XNIKG,0.9031208370882386
9957-YODKZ,0.9015258631032964
4847-TAJYI,0.9009457033685181
3462-BJQQA,0.9007694828601769
4929-XIHVW,0.899371693667837
9919-KNPOO,0.8991737378024224
2077-MPJQO,0.898432238572635
9334-GWGOW,0.8977770163229907
3320-VEOYC,0.8972089041992124
4115-NZRKS,0.8968784347945161
1628-BIZYP,0.8953316511634952
1452-VOQCH,0.8952203927728872
0021-IKXGC,0.8951782342090637
7439-DKZTW,0.8951736856783657
6583-KQJLK,0.8951155010869949
9094-AZPHK,0.8949253223309854
9799-CAYJJ,0.8940450531951682
5995-SNNEW,0.8939756955241426
2880-FPNAE,0.8938505023729251
7321-VGNKU,0.8935680582203596
7363-QTBIW,0.8931658144856532
4234-XTNEA,0.8921633798628698
6734-GMPVK,0.8919375771923668
3422-GALYP,0.8918672190678114
6969-MVBAI,0.8916910671517853
8087-LGYHQ,0.8915879115279945
2215-ZAFGX,0.8913274263344906
2371-JQHZZ,0.8904875367327663
1960-UYCNN,0.8903257923331708
4853-OITSN,0.8899147358547242
4298-OYIFC,0.8893893656282571
2789-HQBOU,0.8889627425592502
5935-FCCNB,0.8888954938104495
6357-JJPQT,0.888544428410436
4090-KPJIP,0.888378528681656
4813-HQMGZ,0.8877249547283337
7044-YAACC,0.8869747916705992
1393-IMKZG,0.8858440582141
1173-XZPYF,0.8852006172820326
4749-OJKQU,0.8851379708221455
1197-BVMVG,0.8850176077787322
4060-LDNLU,0.8841715597271752
0480-BIXDE,0.8838815047039363
8775-ERLNB,0.8835329907856315
0018-NYROU,0.883409084289031
2799-ARNLO,0.8832562610594761
3427-GGZZI,0.8821255463933447
4395-PZMSN,0.882037686357353
7858-GTZSP,0.8817777626503098
8242-SOQUO,0.8816819455079203
5429-LWCMV,0.8816316853204084
0168-XZKBB,0.8811376986722643
5348-CAGXB,0.8809642208924036
5956-YHHRX,0.8803700256813802
2081-VEYEH,0.8798328992915724
7994-UYIVZ,0.8796022835296426
9290-SHCMB,0.8794863935731122
2876-GZYZC,0.8793096372905254
6229-LSCKB,0.8785160146452677
3292-PBZEJ,0.8779834312879395
7392-YYPYJ,0.8778018882487878
4123-DVHPH,0.8770742894452538
4445-ZJNMU,0.8764203675870539
4559-UWIHT,0.8762466375603672
6986-IXNDM,0.8762179806372871
6198-RTPMF,0.8761511287601311
2123-AGEEN,0.8753909562016152
3317-VLGQT,0.8751938833415048
2984-AFWNC,0.8748467788488591
0840-DFEZH,0.8747978371641373
5382-SOYZL,0.873672541196858
8107-KNCIM,0.8734314622577622
3878-AVSOQ,0.8727535984835609
7465-ZZRVX,0.8727386264021142
1640-PLFMP,0.8727369627446254
9605-WGJVW,0.8727361309089146
9603-OAIHC,0.8727336353739162
5542-TBBWB,0.8727311397971187
9402-ORRAH,0.8722232566317615
4884-ZTHVF,0.872061897368554
2985-FMWYF,0.8715671643930352
8541-QVFKM,0.8708432460686268
6507-ZJSUR,0.8702056501009627
3199-XGZCY,0.8699053186266923
3030-YDNRM,0.8698332571073184
8313-NDOIA,0.8689917585026405
2897-DOVND,0.8688781476921259
4770-UEZOX,0.8688465736079654
9717-QEBGU,0.8688329179507513
4482-EWFMI,0.8686826260356909
7394-LWLYN,0.8684877123821909
4566-NECEV,0.8682222278314726
3338-CVVEH,0.8680441441173621
3629-ZNKXA,0.8678426107852198
7354-OIJLX,0.8672128553087958
2688-BHGOG,0.8670734609152168
5928-QLDHB,0.8665248433229782
6860-YRJZP,0.8664139271916179
1219-NNDDO,0.8661553985345731
0722-SVSFK,0.8661386578629039
4301-VVZKA,0.8660555349351973
9360-OMDZZ,0.8660341716862633
9633-XQABV,0.8650367720044843
7245-NIIWQ,0.864513914022029
6077-BDPXA,0.8644147555574749
7206-PQBBZ,0.8609278896540021
0644-OQMDK,0.8607618954183862
6116-RFVHN,0.8597256519978468
5288-AHOUP,0.859017003242828
4132-KALRO,0.8572991306221535
9903-LYSAB,0.8572322079966336
5399-ZIMKF,0.8568460178094933
7402-EYFXX,0.8565612421953476
5760-IFJOZ,0.8561194444907848
7517-LDMPS,0.8560478826082448
6215-NQCPY,0.8559913990427424
5937-EORGB,0.855453996576982
1200-TUZHR,0.8553753364104413
5119-NZPTV,0.854651133797266
6851-WEFYX,0.8545434222120084
1508-DFXCU,0.8539654300553834
2254-DLXRI,0.853530549491437
3420-YJLQT,0.852152003161839
3453-RTHJQ,0.8521145382567126
2905-KFQUV,0.8519072665206237
8875-AKBYH,0.8511929809180931
0848-ZGQIJ,0.8508739130648794
0411-EZJZE,0.8507722492663873
6030-REHUX,0.850580068817625
4521-YEEHE,0.8502675905156277
